domain,label,source_dataset,source_threat,source_label,source_length,length_band
iqemcmouqeskc.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,iqemcmouqeskc,13,dga_13_15
iqgecoegaswom.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,iqgecoegaswom,13,dga_13_15
iqgswicoysmgy.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,iqgswicoysmgy,13,dga_13_15
iqmuawkaymsmu.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,iqmuawkaymsmu,13,dga_13_15
iqqgygkgugmywss.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,iqqgygkgugmywss,15,dga_13_15
iquacgwwwggkkmu.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,iquacgwwwggkkmu,15,dga_13_15
iquksmwmguyww.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,iquksmwmguyww,13,dga_13_15
iqwiecsqsioyys.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,iqwiecsqsioyys,14,dga_13_15
irxguwgzithcsb.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,irxguwgzithcsb,14,dga_13_15
it14361bynsrmhi.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,it14361bynsrmhi,15,dga_13_15
ittfyaxoptomc.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ittfyaxoptomc,13,dga_13_15
iujcabntklwctbj.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,iujcabntklwctbj,15,dga_13_15
iuqyxgkvhirvclk.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,iuqyxgkvhirvclk,15,dga_13_15
ivmh5ncrsp7pcn3.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ivmh5ncrsp7pcn3,15,dga_13_15
iwhwgmjyveoncd.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,iwhwgmjyveoncd,14,dga_13_15
iwqqudhxylemra.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,iwqqudhxylemra,14,dga_13_15
ixwnepax1r7js8c.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ixwnepax1r7js8c,15,dga_13_15
iyzqixxnawjeo.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,iyzqixxnawjeo,13,dga_13_15
jbnwktoverjeo.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,jbnwktoverjeo,13,dga_13_15
jcattojveuzxlhz.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,jcattojveuzxlhz,15,dga_13_15
jctqtckhnaxivlt.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,jctqtckhnaxivlt,15,dga_13_15
jdcoojqvkygrft.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,jdcoojqvkygrft,14,dga_13_15
jenwbtuwhghvy.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,jenwbtuwhghvy,13,dga_13_15
jeoawwnbvqwrvu.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,jeoawwnbvqwrvu,14,dga_13_15
jfvewrfmpghhvcs.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,jfvewrfmpghhvcs,15,dga_13_15
jfykadfyqrdlxi.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,jfykadfyqrdlxi,14,dga_13_15
jhqhslgpwgegsi.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,jhqhslgpwgegsi,14,dga_13_15
jiskxjcfmvfmedo.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,jiskxjcfmvfmedo,15,dga_13_15
jjmkjbttwmmsxwq.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,jjmkjbttwmmsxwq,15,dga_13_15
jjowowelcamino.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,jjowowelcamino,14,dga_13_15
jjunhhbeoqucj.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,jjunhhbeoqucj,13,dga_13_15
jkdrxlhcewixc.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,jkdrxlhcewixc,13,dga_13_15
jkxyydtthtlvccf.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,jkxyydtthtlvccf,15,dga_13_15
jpfhkcheverolet.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,jpfhkcheverolet,15,dga_13_15
jrrzpartbulkyf.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,jrrzpartbulkyf,14,dga_13_15
jryrstcvsekstrr.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,jryrstcvsekstrr,15,dga_13_15
jsadepyexefwug.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,jsadepyexefwug,14,dga_13_15
jtgkhdlctconoe.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,jtgkhdlctconoe,14,dga_13_15
jurfbquqfwpbu.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,jurfbquqfwpbu,13,dga_13_15
jvdfdfxjpkspvep.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,jvdfdfxjpkspvep,15,dga_13_15
jvxoncwgsrfshsu.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,jvxoncwgsrfshsu,15,dga_13_15
jyxzrghtqqzjnvs.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,jyxzrghtqqzjnvs,15,dga_13_15
jzmuowelcamino.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,jzmuowelcamino,14,dga_13_15
k038u6yhchc2apu.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,k038u6yhchc2apu,15,dga_13_15
k076wlmb5878yvg.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,k076wlmb5878yvg,15,dga_13_15
k0yhwrwhcvy0ark.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,k0yhwrwhcvy0ark,15,dga_13_15
k61h7r3tk0q8mvo.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,k61h7r3tk0q8mvo,15,dga_13_15
k85rwx1no8srod3.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,k85rwx1no8srod3,15,dga_13_15
kchdynwdieafxd.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,kchdynwdieafxd,14,dga_13_15
kcnukcheverolet.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,kcnukcheverolet,15,dga_13_15
kdxapnibpzddh.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,kdxapnibpzddh,13,dga_13_15
kejygijyfupela.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,kejygijyfupela,14,dga_13_15
kejylyjufuneli.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,kejylyjufuneli,14,dga_13_15
kemytoryfijyle.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,kemytoryfijyle,14,dga_13_15
kemyxajafijelo.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,kemyxajafijelo,14,dga_13_15
kemyxexifikulo.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,kemyxexifikulo,14,dga_13_15
kerygyxofynulu.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,kerygyxofynulu,14,dga_13_15
kerywerifynyle.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,kerywerifynyle,14,dga_13_15
kevybaxefolule.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,kevybaxefolule,14,dga_13_15
kezylixafepule.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,kezylixafepule,14,dga_13_15
kfypu81tql58e4c.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,kfypu81tql58e4c,15,dga_13_15
khqieqqwlxwky.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,khqieqqwlxwky,13,dga_13_15
kiompartbulkyf.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,kiompartbulkyf,14,dga_13_15
kizkxmnansnan.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,kizkxmnansnan,13,dga_13_15
kjuykeheaettym.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,kjuykeheaettym,14,dga_13_15
kknoduvqmswsmr.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,kknoduvqmswsmr,14,dga_13_15
kkryylezmgbbwvc.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,kkryylezmgbbwvc,15,dga_13_15
kl3bg4gvivyl7lm.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,kl3bg4gvivyl7lm,15,dga_13_15
klsbe8qdsj3ba01.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,klsbe8qdsj3ba01,15,dga_13_15
knw67pe4yxkhun5.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,knw67pe4yxkhun5,15,dga_13_15
kqlwoxnjomlvmiu.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,kqlwoxnjomlvmiu,15,dga_13_15
ktimgptjpvxmwl.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ktimgptjpvxmwl,14,dga_13_15
ktuktdtatkbupd.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ktuktdtatkbupd,14,dga_13_15
ktzudlbdtkhzka.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ktzudlbdtkhzka,14,dga_13_15
kuciaauiuauowei.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,kuciaauiuauowei,15,dga_13_15
kucyigaiewceo.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,kucyigaiewceo,13,dga_13_15
kueqewsysqsqmwc.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,kueqewsysqsqmwc,15,dga_13_15
kueuocysymskak.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,kueuocysymskak,14,dga_13_15
kugqihueunfuot.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,kugqihueunfuot,14,dga_13_15
kuilanarianaqh.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,kuilanarianaqh,14,dga_13_15
kuuagcuyekmyuci.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,kuuagcuyekmyuci,15,dga_13_15
kuwyygoayksig.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,kuwyygoayksig,13,dga_13_15
kvstmfyj1tuxcj3.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,kvstmfyj1tuxcj3,15,dga_13_15
lcpbfqafvfkwpg.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,lcpbfqafvfkwpg,14,dga_13_15
ldtxrsensinaix.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ldtxrsensinaix,14,dga_13_15
lduyxldiivglu.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,lduyxldiivglu,13,dga_13_15
lgcckdarmukfg.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,lgcckdarmukfg,13,dga_13_15
lgfzzauwzdxlkf.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,lgfzzauwzdxlkf,14,dga_13_15
lhrvgiqeehljdaa.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,lhrvgiqeehljdaa,15,dga_13_15
ljvnqxrvqgeiy.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ljvnqxrvqgeiy,13,dga_13_15
lknpjgjahswkqp.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,lknpjgjahswkqp,14,dga_13_15
llnaererwyatanb.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,llnaererwyatanb,15,dga_13_15
lmyofcyzljqsm.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,lmyofcyzljqsm,13,dga_13_15
lnsunuugotrwsr.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,lnsunuugotrwsr,14,dga_13_15
lonwhsgefcrri.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,lonwhsgefcrri,13,dga_13_15
lrhkdbpnhrkowgx.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,lrhkdbpnhrkowgx,15,dga_13_15
lvsprsensinaix.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,lvsprsensinaix,14,dga_13_15
lwfvsvxfhotmrv.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,lwfvsvxfhotmrv,14,dga_13_15
lwrrvgfnmryuyb.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,lwrrvgfnmryuyb,14,dga_13_15
lxoarsensinaix.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,lxoarsensinaix,14,dga_13_15
lygojenolelaw.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,lygojenolelaw,13,dga_13_15
lygugajypunevus.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,lygugajypunevus,15,dga_13_15
lyjuvajipenevar.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,lyjuvajipenevar,15,dga_13_15
lykosyjylodew.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,lykosyjylodew,13,dga_13_15
lykotadylosiw.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,lykotadylosiw,13,dga_13_15
lymuginipysavup.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,lymuginipysavup,15,dga_13_15
lymulonipyfavep.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,lymulonipyfavep,15,dga_13_15
lyrofyjilijew.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,lyrofyjilijew,13,dga_13_15
lyrudijupanevuw.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,lyrudijupanevuw,15,dga_13_15
lyruwujapalevif.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,lyruwujapalevif,15,dga_13_15
lyruxeropakyvan.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,lyruxeropakyvan,15,dga_13_15
lysobunalynaw.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,lysobunalynaw,13,dga_13_15
lysobynolymaw.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,lysobynolymaw,13,dga_13_15
lysojydylygiw.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,lysojydylygiw,13,dga_13_15
lyvomajulenew.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,lyvomajulenew,13,dga_13_15
m27vu8cto0g6er5.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,m27vu8cto0g6er5,15,dga_13_15
m670spmrkbqjodo.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,m670spmrkbqjodo,15,dga_13_15
m85b1rypujij3jk.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,m85b1rypujij3jk,15,dga_13_15
m8mx3psr54s4a8w.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,m8mx3psr54s4a8w,15,dga_13_15
magygefatowopa.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,magygefatowopa,14,dga_13_15
makyxufeticopu.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,makyxufeticopu,14,dga_13_15
mamywomytijapo.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mamywomytijapo,14,dga_13_15
maryvutetuvupu.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,maryvutetuvupu,14,dga_13_15
mavyjucetadipi.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mavyjucetadipi,14,dga_13_15
mbyfbxaegawxm.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mbyfbxaegawxm,13,dga_13_15
mclykandfield.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mclykandfield,13,dga_13_15
mdir3roh56u6s4s.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mdir3roh56u6s4s,15,dga_13_15
mdirfkbhcgijcvu.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mdirfkbhcgijcvu,15,dga_13_15
mdliewnfunrww.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mdliewnfunrww,13,dga_13_15
mftecxunajfhlt.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mftecxunajfhlt,14,dga_13_15
mglrposibwtffxj.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mglrposibwtffxj,15,dga_13_15
mhcpvtyuxpgady.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mhcpvtyuxpgady,14,dga_13_15
mhebo6ipwvuf3b3.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mhebo6ipwvuf3b3,15,dga_13_15
mhhowbwbqgpuje.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mhhowbwbqgpuje,14,dga_13_15
mhs6qj1bu058g8o.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mhs6qj1bu058g8o,15,dga_13_15
mhwlpkywxeodios.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mhwlpkywxeodios,15,dga_13_15
mhyvorupyxw2ajm.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mhyvorupyxw2ajm,15,dga_13_15
milatpfnwoepnml.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,milatpfnwoepnml,15,dga_13_15
mimppukxpzdkzw.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mimppukxpzdkzw,14,dga_13_15
mjjkdqrmjozxfu.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mjjkdqrmjozxfu,14,dga_13_15
mjonhnfxwvboo.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mjonhnfxwvboo,13,dga_13_15
mkphakwyhrjuhd.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mkphakwyhrjuhd,14,dga_13_15
mlchsxwfa4oh70s.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mlchsxwfa4oh70s,15,dga_13_15
mmcxfkpdkjtyj.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mmcxfkpdkjtyj,13,dga_13_15
mmmpaaninilrhrg.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mmmpaaninilrhrg,15,dga_13_15
mncveh1hwbq67dq.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mncveh1hwbq67dq,15,dga_13_15
mnebglelmrw2ev7.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mnebglelmrw2ev7,15,dga_13_15
mozsnenansnan.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mozsnenansnan,13,dga_13_15
mpm4kp5f1lstqbo.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mpm4kp5f1lstqbo,15,dga_13_15
mqgiererwyatanb.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mqgiererwyatanb,15,dga_13_15
mqvgkcheverolet.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mqvgkcheverolet,15,dga_13_15
mr54785dinun14a.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mr54785dinun14a,15,dga_13_15
mranpigaafajenc.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mranpigaafajenc,15,dga_13_15
mrk85fmlebqvwlc.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mrk85fmlebqvwlc,15,dga_13_15
mslawccrjdgdjb.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mslawccrjdgdjb,14,dga_13_15
mtfbkjeljokida.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mtfbkjeljokida,14,dga_13_15
mtolerw8ab3b3hc.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mtolerw8ab3b3hc,15,dga_13_15
mty4enejon3py0o.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mty4enejon3py0o,15,dga_13_15
mukjxktqfyxtwj.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mukjxktqfyxtwj,14,dga_13_15
mvballdyotfwu.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mvballdyotfwu,13,dga_13_15
mvex521fcngvk8c.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mvex521fcngvk8c,15,dga_13_15
mwpalebmw330i.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mwpalebmw330i,13,dga_13_15
mxguumtsoubtplt.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mxguumtsoubtplt,15,dga_13_15
mxogfcbawcvuqu.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mxogfcbawcvuqu,14,dga_13_15
mycyciwgaciagio.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mycyciwgaciagio,15,dga_13_15
myeqgokaousqkia.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,myeqgokaousqkia,15,dga_13_15
mygksikquqckom.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mygksikquqckom,14,dga_13_15
mygzzhbnbwpqw.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mygzzhbnbwpqw,13,dga_13_15
myixmzllxcici.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,myixmzllxcici,13,dga_13_15
mykkukacqksmq.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mykkukacqksmq,13,dga_13_15
mymiagoguwwygk.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,mymiagoguwwygk,14,dga_13_15
nassaopsxtfldm.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,nassaopsxtfldm,14,dga_13_15
ncmpsauuyutvagp.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ncmpsauuyutvagp,15,dga_13_15
nejyccoykobtd.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,nejyccoykobtd,13,dga_13_15
nfwcetpyxyrolvn.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,nfwcetpyxyrolvn,15,dga_13_15
ngrvmwbroqoeymt.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ngrvmwbroqoeymt,15,dga_13_15
ngtuxroilrsbwk.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ngtuxroilrsbwk,14,dga_13_15
ngwqoatomfqsc.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ngwqoatomfqsc,13,dga_13_15
njfdtmluztplud.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,njfdtmluztplud,14,dga_13_15
njmxkcheverolet.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,njmxkcheverolet,15,dga_13_15
nnddcvusfgskkv.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,nnddcvusfgskkv,14,dga_13_15
noavsrqnngyha.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,noavsrqnngyha,13,dga_13_15
noypukuqurrybxd.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,noypukuqurrybxd,15,dga_13_15
nucmtnxbuiejovf.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,nucmtnxbuiejovf,15,dga_13_15
nvpzlebmw330i.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,nvpzlebmw330i,13,dga_13_15
nvvjrsensinaix.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,nvvjrsensinaix,14,dga_13_15
nyneeuwflblvye.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,nyneeuwflblvye,14,dga_13_15
nzdoubnqftyxxn.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,nzdoubnqftyxxn,14,dga_13_15
o21078ipinerutg.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,o21078ipinerutg,15,dga_13_15
o2wrytcdmtk612k.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,o2wrytcdmtk612k,15,dga_13_15
o45bg0i8wvkds2u.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,o45bg0i8wvkds2u,15,dga_13_15
oaedhbcbyotxo.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,oaedhbcbyotxo,13,dga_13_15
obshatg2kbo8mhe.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,obshatg2kbo8mhe,15,dga_13_15
obw4yjwlgnan1tu.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,obw4yjwlgnan1tu,15,dga_13_15
ocbedoghvcmqb.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ocbedoghvcmqb,13,dga_13_15
occqoioweomaeus.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,occqoioweomaeus,15,dga_13_15
ocqcimsuoeqsu.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ocqcimsuoeqsu,13,dga_13_15
ocsoecqggyqmkcq.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ocsoecqggyqmkcq,15,dga_13_15
ocuaigsccsioois.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ocuaigsccsioois,15,dga_13_15
ocwicgwkoeamc.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ocwicgwkoeamc,13,dga_13_15
ocwugguocmkscee.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ocwugguocmkscee,15,dga_13_15
oczppartbulkyf.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,oczppartbulkyf,14,dga_13_15
odung2ux3fuvqra.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,odung2ux3fuvqra,15,dga_13_15
ofgbqdonax1pe6s.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ofgbqdonax1pe6s,15,dga_13_15
ohmibwkfkqwuvge.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ohmibwkfkqwuvge,15,dga_13_15
ohodpmkklmkusha.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ohodpmkklmkusha,15,dga_13_15
oilohhalsigwqv.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,oilohhalsigwqv,14,dga_13_15
oinuwlnqqlktwq.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,oinuwlnqqlktwq,14,dga_13_15
ojan7ve41firk25.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ojan7ve41firk25,15,dga_13_15
ojkmjchtpdybt.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ojkmjchtpdybt,13,dga_13_15
okdkcrgoibbbtq.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,okdkcrgoibbbtq,14,dga_13_15
okvborcajanunal.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,okvborcajanunal,15,dga_13_15
omfdwkpmrsfhste.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,omfdwkpmrsfhste,15,dga_13_15
omfejaglqfplq.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,omfejaglqfplq,13,dga_13_15
oofuciqmjxyiq.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,oofuciqmjxyiq,13,dga_13_15
oonsmlenbiwdbvm.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,oonsmlenbiwdbvm,15,dga_13_15
opi2g03dw0axwbk.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,opi2g03dw0axwbk,15,dga_13_15
orkhm0cfmv52u0y.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,orkhm0cfmv52u0y,15,dga_13_15
orkxpnwvcogvspc.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,orkxpnwvcogvspc,15,dga_13_15
oty2sr7lolixs0e.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,oty2sr7lolixs0e,15,dga_13_15
oubhenhancedysb.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,oubhenhancedysb,15,dga_13_15
ovi65xqh1bq6c4e.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ovi65xqh1bq6c4e,15,dga_13_15
oxvcvmukgqlxiu.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,oxvcvmukgqlxiu,14,dga_13_15
