domain,label
13t99ns1m41skk1l5j0xd17f1z69.org,1
1xhyuxrp2nlxys1vmv21jegwlc.net,1
mustapp.com,0
tcdwm.com,0
flexridge.us,0
1c6h455au8l07geenluduhv9p.info,1
byeflakes.com,0
hamburg-port-authority.de,0
uyfvrpasarvw.biz,1
viewbright.uk,0
sqxn821mbsh0m1jx797v1u03yr3.tk,1
arivestood.com,1
cunyjmgerpkiww.net,1
kvtotolele.com,0
guhfuhyzxyhtmvyhfixmrpfojvwkj.org,1
melekoglubaklava.com,0
sojnbwcrqbdjxxq.com,1
berkshirehealthcare.nhs.uk,0
vrtqarfvrwjvol.com,1
imailbox.nl,0
13cytyy1j4sg8e1mhdrts1cq72bs.info,1
pusat-streaming.space,0
relxnow.co.id,0
heafeyheafey.com,0
cuanbet88terkini.shop,0
sweetheartdeals.com,0
rqvkjonii.net,1
daneshchi.ir,0
pbx.io,0
airbnb.com.tw,0
1f8mjz8pu6nat1poij3a130ht9p.com,1
1gulgin1k941qq1uy8gz4vxc4ke.biz,1
gaadi.com,0
xkucuwrvshdqnrdiyptcppojs.com,1
huurportaal.nl,0
mulfu.co,0
hswqorkkndkjeyknpreatmprp.biz,1
16zvm8o1tv5u96eoymfi167kbf8.net,1
ppjukltkbgaaidwsrwbeizxomvtc.ru,1
howtotrade.com,0
betabionicsapi.com,0
autobustime.ru,0
joingreat.ru,1
wrbclynglgog.ru,1
wifestate.click,1
abovethecrowd.com,0
zchb99g6t3ey1anyjz817di7qu.com,1
xvdn5v180m6oc84x0cbex1f6f.info,1
yudvnbesrypia.info,1
discmakers.com,0
crosschainflash.com,0
mxrptkktthpx.cc,1
shotcraft.au,0
rxnxfkibh.ws,1
yxuvcqvcxocipovfmuwzhlsoh.click,1
ddjoshcfmtqnk.com,1
jzeiqzpwchyopucurgpprw.biz,1
linqhost.net,0
hfbvbxitrkah.ru,1
permatabank.com,0
gladhurt.com,1
sunsuntv.co.jp,0
dachbagcmfcbjuavk.info,1
hears.com,0
cymera.com,0
wtyuwgsdjgom.net,1
uo7nfcwip87w1b0zq8vfbjhjj.net,1
135t51e1jeggegh1cmvnztsq3w.net,1
ieaqfyfth.com,1
arcadia.com,0
primedaily.de,0
avner.us,0
trabajadores.cu,0
dircomfidencial.com,0
14sa2pn1y96kpn3ojdtu17yb6.xyz,1
oajpiflpogtireu.org,1
milkroad.com,1
sightcould.net,1
cardnet.com.do,0
hairjuly.com,1
10d6ugp10ns81z11dd20ydke5kr.org,1
moustachestores.com,0
10boxnotz4v9059r853puj63u.xyz,1
mzwgdapjxmbnftaqskywkge.net,1
groupe-ldlc.com,0
gohero.es,0
lead.academy,0
nebqwlchbl.info,1
10h3jnp1itlji41xa6xxdnx2ui1.info,1
qwotyugasduc.com,1
theonlinecatalog.com,0
amazingclubs.com,0
cpowgnawcmvndcm.com,1
pfdhmydgetvkgmivjfsdtzhbanz.net,1
1crbt4572a47e18318815a4z8m.xyz,1
verachtert.be,0
naxworjakqbt.biz,1
foso0y10u5rnbus1kxcgjlksc.net,1
12a2hqd7kwbcootdrdxi83q4d.cc,1
rttrk.com,0
jxrmrcjkwveh.com,1
najpovoljnijialati.rs,0
astera.com,0
x0vsf4ov15gl11hfj7la4yewe.net,1
compensalife.eu,0
nokiantyres.de,0
6qtwikvxsq1n3wtu9wq518cx.biz,1
bangyun.com,0
1bzu8w5ee3km81uuc82me3p9sp.com,1
fjqalrlofdjlvt.ws,1
myer.com.au,0
dyndns1.de,0
knowleft.xyz,1
ivroychpmcplcmonw.ws,1
mscrm-addons.com,0
wentshot.net,1
tjkjrqptrcgqog.com,1
axadnicfohpwoavjyyeqx.com,1
diayvgzlxpzhdfiqguypbqnjh.xyz,1
hdkndmjruyzltqcvogqrohphm.tk,1
19hl18n13t3mzc4550praz4co4.com,1
servidor-dns.com,0
l97d7513ezhmykc3u8437qeii.info,1
tokyo168games.biz,0
captaincoaster.com,0
programacentelha.com.br,0
septemberthem.org,1
dcfikrfiuqfrlfv.ws,1
whichaunt.biz,1
sxewbf1r9tvfn1ir6e5wfu6w1q.ru,1
spokefool.net,1
game-fun81.online,0
guqwwsfizdxglfmqstgxmeiqgkb.com,1
1hpb3r7k04spr1h23mkbfguavi.biz,1
1l2pryz3yw1uid25qoa1wln3rf.net,1
dgwdjidnwyxbwckdqxb.com,1
mw0wdjsm9m6g1oritnf75fbsl.biz,1
i-travel.com.ua,0
bajt.net,0
senourth.com,0
emall.by,0
meandem.com,0
moon61throwss.top,0
flamingoestate.com,0
sunmark.co.jp,0
0e8c3048c009906b23ab54f6d93ae008.cc,1
spdmhvp.com,1
alghas.cc,0
didaomat.cn,0
austriantimes.at,0
diariodejerez.es,0
lookonly.tk,1
bellona.no,0
filingsupplies.com,0
ngjclyy9idu8ug1gypw4w0gf.net,1
xc9q4z.com,0
l3yw3y1woxffwwgzm5jnpoeti.click,1
1eo2tl41qqqk0n1plus0n1ns3w04.com,1
rockguide.ws,1
foxytubes.com,0
xdex3q3c1f8ek974n9t7j69s.com,1
pirbdhmucgup.com,1
rent1c.com,0
musicgives.com,1
kdqmuh1als3bk1bk11su20e19s.tk,1
dagmxbaeyibxomfmwcfawydpvwg.com,1
hn887.vip,0
onlinecu.in,0
satimagingcorp.com,0
ltbwdnbvjlnalw.org,1
lordaugust.ru,1
whichshirt.com,1
fhoy.kr,0
1ckgt7g1aplj8dfudps61sa3um7.info,1
unatoto.com,0
crowdstack.io,0
pzapi-nb.com,0
chartwelltechnology.com,0
moto-sound.com,0
waappitalk.com,0
spoketoday.com,1
acgsu.vip,0
10mhhjer4e9akgu1cdfcngbj.com,1
mvxkxkvusirnjxutopvtkbzpiz.tk,1
gpvecveea.com,1
alibi.com,0
jum3a.com,0
docdoc.tel,0
theforestdispensary.com,0
yemknmnmjlclzfigefmqcwkeqa.com,1
qcmwxsdeeeygljq.com,1
genomedetective.com,0
gran-k.ru,0
ntc.tj,0
grhcgywsoafavcpnxeiyu.click,1
mimeo.com,0
elbngopvumeivgk.com,1
d5render.cn,0
petshop.lv,0
yellowfox.de,0
jun888e.ren,0
mtrynwwkubgau.com,1
1c3132661c94250b572b90d7d38e89da.tk,1
fichtelgebirge.bayern,0
1tv9pk2r4l3bg7wc44l1yhgntv.ru,1
libressl.org,0
1rtoqva1dnh1s215q4xbihdkj3n.info,1
keralamatrimony.com,0
zehitomo.com,0
binarium27.com,0
goodluck711.fun,0
quickdish.com,1
galka.if.ua,0
guoxuedashi.net,0
lanpay.pro,0
swkt9d18d215rr7q7sd87e827.org,1
denivip.ru,0
n0wkjoqhy1r9xby98i1buvwne.com,1
klatschkarten.de,0
onlyplayvideos.blog,0
ejyrlacbuwuw1wgbnchrm1dw4.cc,1
hunkemoller.com,0
datafa.st,0
inbound.com.ua,0
vodb824dtdhmdy4cu8xz1ulr.tk,1
thisbelow.com,1
madonna.org,0
workday.com,0
xxxmoviesdot.com,0
brikgames.com,0
vfmraypvdidegypozgqwcrbakjw.net,1
lisik.tech,0
imagesculptors.com,0
wtchdtecuaqv.com,1
garblfvdvparvwbbyjl.ws,1
lkhfooqg.ws,1
signloud.biz,1
statsforspotify.com,0
okcoin.jp,0
voyageaustin.com,0
cdn-gear.games,0
pm9ahd1u1ilol17u10h81d1j18e.com,1
tazyh5.com,0
zqcqcpboztlrpfamrsxdivauvgy.org,1
dlqbwtxxopnlgor.org,1
cosmicbettingzone.com,0
ljowpdursljqqow.com,1
ndt.org,0
kennywood.com,0
frontcause.net,1
nextjackpothub.com,0
2n9uv51vt5ktp1ezqt451x8lrtx.com,1
cryptoprocessing.com,0
yuwvylftbmdjjn.net,1
1hs5wb41bruu92gf5zub1adm6l6.click,1
laniway.com.br,0
funrun4.com,0
5666bet00.com,0
oq0o5n4zjvow1hp3iws1j7hw45.com,1
obitalk.com,0
sweettomatoes.com,0
1c8a4xs1fa1crq1234q1w1r83xtp.com,1
gkm9yf1kbq3oztzv49tcclbl5.biz,1
1ibezlem9kddzhdacm6z1lett.info,1
meatstate.tk,1
w2qddr1jcp9d65nb5a51oljhyu.ws,1
rithmm.com,0
eydobtlbcuuwxwbmecqinhffykb.info,1
elektrostal-czn.ru,0
clinicadapele.com.br,0
ka-ruku.com,0
dolphin-anty-mirror2.net,0
vjopnkvwfkxsmmpf.ru,1
spiritedgifts.com,0
admetrics.io,0
communitycrimemap.com,0
supind.com,0
gordzlxnryrsxgyvfugucuw.ru,1
xlnobhusgireqgywcuxlbfece.net,1
p6s3g8.com,0
nhrwxrkpqhhofvxpx.com,1
ywhdfltjyray.net,1
gr0jrk1uxk6qj1cd7hfqls9ha.com,1
otiossutj.net,1
woqwoehxywpreaqxvspk.info,1
vqqjubjslkbwb.ru,1
v3a5r1m.com,0
polytrans.fr,0
1to08yskyah0y7gjh75sckkb.com,1
offerbelow.net,1
tu128r1op70hz8nx7ru1vrq1gi.click,1
mschosting.cloud,0
ainertrphkvo.cc,1
1rbsvqasy2hdq1cw9vmw10u6594.com,1
tnlcijwklygdah.info,1
imgsaya.io,0
jwhfflaqnhukauiieorro.xyz,1
rsdswvxsneuzplzcmducmhut.com,1
vancouvertrails.com,0
irgiditglnhmonqqkfmpbpzgakznv.com,1
behtamusic.ir,0
1aa1049e442ca2bc8ac4e9ab427a3f3c.cc,1
superfluencyonline.com,0
lkol7o28kv171w2cuzh1y8hmg3.info,1
mpr-shop.ru,0
felthouse.ru,1
adobe.ly,0
cliphotgirl.com,0
chtyvo.org.ua,0
pkwrvyxjkxjamoq.com,1
828a35d8794db5b366f525468be3a0dd.com,1
uphsjkppp.net,1
buudomx.com,1
cnb7s5md1pkv1gdgccoazayyd.com,1
atelier-rosi.de,0
b317346d98095181e5aa8fbb2bfb5c3e.tk,1
qjvowt1sxg43619lvp1vvrqw1e.net,1
j9crh3meoua3190i7by1raoma2.xyz,1
1c5qpuevnxtte1mtvve1qu44nx.info,1
leegality.com,0
4af53189176cf848dae3b0113a3fb2af.net,1
ivcqhypzduktnbdmmzizmzbmzttwfe.com,1
movehigh.net,1
qssrbcuphflxvm.org,1
cynsdowqveesx.com,1
qrckahxviibkryn.org,1
prvcefyyhzdljdqustkdycetrw.com,1
skdfjckmhvslbv.net,1
mvlddepfqlxkortzeynrcyofby.net,1
isbiryatak.com,0
goa-liege.com,0
cdekcyitwljlohllxkbtq.ru,1
yhcfire.com,0
brlmhvxtmumcsqfkxuvh.com,1
1se0chs1j8hourhjqrhgcbxrtj.com,1
ttkbutrsnkvo.biz,1
ayaxwqtthfxrny.net,1
swey251mgt5d59gd3ps189kbas.org,1
16lxviclhlb42d7r2kq168ph2g.click,1
honeywickhosting.com,0
anycast-ns.com,0
19wfsl913cu5g31rxfdoay8572m.com,1
2bxl9416511tl1et56nd1f46sz3.click,1
a86270359a59c8f3807ae84e075abbda.com,1
whomrain.com,1
wrongrule.ru,1
kuheiga.com,0
cdndex.io,0
aqpoesogafvwyvlog.com,1
tapminings.com,0
6a7293532d86513f19a2e07c346e5cb6.click,1
bmthofficial.com,0
nursinghomelawcenter.org,0
1ujr8q758n1fd138c0eq1i7y7zi.click,1
sporaskayseri.com.tr,0
qguovypzsghmtijhljtsnflnnft.com,1
1ca1ekk3phnvd1t9etp4bkfwri.info,1
cc05deda5ab69e935f09b7328f529a05.biz,1
minegocioefectivo.com,0
16wqua51bmg08f1tymtsrrpnr48.com,1
sburxciemsomzvqirkrbapt.org,1
proprofiledp.com,0
1f6v6oy1fi79erj238iyc50h9.biz,1
discoverybrasil.com,0
186s42c1up5guz1upvbdf17d6phw.ws,1
1063gwn11bxo4n1q9afirrsj5w4.net,1
44a7e4b2ec6be1d8dbcd1470b85c8c3a.com,1
unioncamere.it,0
10y31b61ove5jk3su9h4tpqzy0.net,1
district-marketing.ro,0
terabit.net.id,0
mojssutqr.info,1
pmail.com,0
meetshop.it,0
pinupuzcasino.com,0
wentdish.com,1
chdxyfak.com,1
chheanghout.com,0
serveur11sgl.com,0
hairtaste.cc,1
kvwxovnzdqnfevcjnqhu.xyz,1
flowti.com.br,0
takenfive.com,1
madepaid.com,1
mostraise.info,1
hangthirteen.ru,1
africaspeaks.com,0
nablniaqwc5pyoe0at3zl6wg.biz,1
audiotele.ru,0
xdformcwqqiwdhmo.info,1
yjujsxhqgahfji.org,1
safevideo.com,0
towodqammnzpnfptccqxoa.biz,1
cfqnqqgnsjsqw.com,1
pagekite.me,0
nef6o0z6p8x46fwzg514batcl.org,1
eventingireland.com,0
darksyntax.com,0
comeback.pw,0
1liga.org,0
nwejluahtmta.biz,1
rkfrmflcvjgc.ru,1
1qbze1qh46f3tgxrls1yhs019.com,1
phelpscountyfocus.com,0
thorofare.biz,0
ssrnokucndcqeu.info,1
soulplatform.com,0
nbxxrgbewsjfbskcahxclbavwga.com,1
agenciarusso.com.br,0
electromaintenance.fr,0
akwebhostingi.com,0
15usu8u2wc3ax165276b1ban5mu.net,1
healthimages.com,0
shibaskitchen.de,0
wubito.com,0
investigativeproject.org,0
ghlrifbtxexhoy.com,1
evotrix.com.br,0
uomqyfshcsem.biz,1
vsporntube.com,0
1uuc32gk84q4m1uvxzdsyp1mr3.org,1
sunainatextile.pk,0
wtuqgoakwwyvkuuty.org,1
zabangostar.com,0
30355j1amhc9p1c1g4hi15lm7jz.com,1
cyanlabs.net,0
retraite.com,0
caranddriver.co.jp,0
qintra.com,0
ekuhnfcebfqgfgxujoy.org,1
teatrocordoba.es,0
mibra.ru,0
pkgduqvigk.net,1
3ukp401ohe56b1ho6khk13y7407.net,1
qufmhorxvorcwiq.com,1
1fn95r45uo9r1c891lessmi5w.biz,1
mapinfo.ma,0
drinkstrade.com.au,0
enviedeplus.com,0
1mn5f2ci5xc9d68agb2v97mbt.com,1
theinnatlittlewashington.com,0
magnetotelluricfield.ru,0
vnish.us,0
bltrfjhehme.info,1
jniyvwnempbbax.com,1
ceys4p1pm630y11zrd9w13z8vv.ru,1
foldersnl.com,0
eurokidsindia.com,0
asiangirlpics.com,0
daydkfcbmcejfjnxfepbzxfce.org,1
rvyqndcrbqsxqu.com,1
mshnemaibpseukqo.org,1
1jq3ovgewjfwu2j9pas118bq0.info,1
1bqhf1v1v3vjvt1bptd8i193xlcz.click,1
fquorrdlffybmrowcrcwcxcfu.click,1
darkought.cc,1
cb2sopwrzdkc1wm3j9j1ggiv85.tk,1
18ikhnf1oizttd1jvrtijw8d5zg.biz,1
shinygarden.baby,0
pqvrunspkjjjaylx.com,1
ketshopweb.com,0
gestionsecretariasdeeducacion.gov.co,0
afuashxwjcqkch.com,1
wpiqyvcmcayduvqedfmeg.org,1
9edzmax4miy117q4iy9q74hfc.xyz,1
evolveip.eu,0
b236cbc2b41eb4e440aa5ee2dc30d44f.com,1
tomrdijpzkhijrfauwzlljhyttsx.click,1
whomheight.ru,1
dramacafe-tv.fyi,0
colorbox.com.vn,0
qweatherapi.com,0
casonjpvvwxfurcjnfjfamjzhog.info,1
glsarmory.com,0
grasberg.com,0
hlguiztyxheqpbbapjknydqqg.com,1
sscktaftegmsnn.com,1
eisbeinhock.com,0
milkywebmedia.com,0
888starz-bet2.com,0
sundaymarch.ws,1
leveltele.com,0
libre-soc.org,0
n8ranta3mpzx1q3ne5ibrbwex.net,1
keonhacaii.org,0
dx0nxl90fy6y1syfyphj47t6l.ws,1
99massagem.com.br,0
1ysvv62bmncvixaas5kplgl9a.ru,1
spenddeal.ru,1
carboncostume.com,0
lean-lang.org,0
macrocc.com,0
d2qh6s14u6de1im3z4dkuizi6.ws,1
qrqjsuc.mom,0
1ypsuy11c9llos9oo8x1ux3wo5.com,1
romponalis.st,0
13zufb5yttlhj1gwb3uffnford.net,1
g00xww11ctmv21gpm6d710cmq2e.org,1
alfashirt.com,0
k67a4j7crpxrznot6j1bu2nvc.org,1
qe5jc9m5uwgyukv4lk1eru6mz.tk,1
discountallnews.info,0
thl11.com,0
qwyutafhgtfrprq.tk,1
glf8v0.com,0
impact-betegy.com,0
cmkfrkhibakrzxemmnofklznrhibe.net,1
g5r2r8.com,0
cscamwjhkidvynjhj.com,1
tr9zu0mms81p1xaxfxz1xdgqie.com,1
viacaograjau.com,0
f168f5.com,0
gruposapiens.com.br,0
horizont.at,0
tsvovmjzptzhljntghejnjga.org,1
40ccc917q3jsgb2s1a1owxd2y.com,1
trksgiiapegujtttv.ws,1
usbqpnryhmeqfujzpjqslryprtk.com,1
kokugakuin.ac.jp,0
18iaxo9j962ky7agc7811682kr.com,1
wnbiqbchj.ru,1
picksome.info,1
ko-fi.com,0
bta.lv,0
cineol.net,0
1lmn92h633gex32nmnasjr9qs.com,1
belfastnitro.co.uk,0
1prqewsw7g8hhin3bd9e1y5ut.com,1
thunderbike.com,0
rrcbsn.com,0
glassdoor.sg,0
dlscenter.com,0
bmi.org.pl,0
mmhospedagem.name,0
ac-versailles.fr,0
lxczxjbnjwgnvucuovsvwukqowc.click,1
demobuilder.web.id,0
wikiwaldhof.org,0
1m5idf51vz9zgo1gy9ghv1wne88v.biz,1
gnenenwtjxymrk.xyz,1
itkddpxbfn.com,1
cdiweb.com,0
1w36vwl1auw0i9e87pvyv43ysl.ws,1
ko.te.ua,0
myscholly.com,0
thenread.net,1
plataformizacao.net,0
truplace.com,0
marlincrawler.com,0
i8pyn57o8pkx1mjx16bfxsi9e.ru,1
evalink.io,0
ocuawapvqhcxxnl.com,1
vysagqgeoskjssm.com,1
whichreach.net,1
servably.com,0
1rq8q9615db6651g5k7qsl51e5a.ru,1
fqrebb1mqaawkyd9rju1o3txc3.com,1
abcoeur.com,0
joinseven.org,1
dalmiabharat.com,0
myhartono.com,0
feltwear.ru,1
gikpjpsedkmh.com,1
fahmrsgaknovuxslfirdarlp.net,1
a-bcd.ru,0
tippelstraat.nl,0
whlvegkxoniyk.com,1
nqz20ygat3eh1f4ppd71uq53g2.com,1
xodtkuikrxtts.org,1
qvoduizrltdskdvcnzqyxfa.biz,1
ux.nu,0
randomus.ru,0
dunlop.co.za,0
dottortili.com,0
ztlnxctcvwmrpdargmzcaeybmpuciv.ws,1
lmwmppuifkbt.com,1
t4d.ru,0
threegrow.com,1
eliteworksdirect.nl,0
dwg.ru,0
nw6cu31sss56uq2wjoq12fg80e.com,1
1x75xo41t4fno51wc86e1y4s13d.ws,1
nuauvnuanacutxmatj.com,1
mozhan.com,0
preorder.pl,0
d-h.st,0
gwvuvowupdcnb.info,1
cigar.com,0
19sbeps13k0f2fk8dr7n157lfoi.info,1
pon.bike,0
gqsoso.com,0
hyvgnzpobdeqwpbxlfiaqydlv.com,1
wellcomemat.com,0
europeanlung.org,0
nigbqkpvmfeg.com,1
1xhtubm1ugkena13e3ffu1ygehhh.net,1
o5y5k0bzhu4id3h8nc131c3y0.com,1
elfvgcqsqwjne.org,1
whichcolor.com,1
19569i914l83b11tpusmkyapd3k.com,1
156mr651v3tll81cwmhf2jkhds0.org,1
4a989b638118473bd8e9f322a06a6837.com,1
radboox.com,0
15qjsxwgoaeyl1ijrr3p59dq7w.com,1
omronhealthcare-ap.com,0
setgqpvmodnmh.ws,1
of6df81k24t6l1ppoecpac8wo.info,1
roijwxcupyrv.info,1
qtnffjjviobofjisddxke.tk,1
6wwcp7gw8hjw55wli25owyci.info,1
ef53d5bc2c0fae59cd2cf5b439fed33b.net,1
trauer-anzeigen.de,0
aewlzbagewsthifyifqcifharyt.com,1
maxlifeinsurance.com,0
4cr2ydeahxgt103eu1eo0kfij.ru,1
lpvrsqeulxtwzhhitdpfpb.ru,1
milknovember.info,1
hosting-nt.com,0
thevisorshop.com,0
mnau.edu.ua,0
1sxxeq8npnj2p1oqak0upyqgkm.cc,1
lastlevel.es,0
sundaysuch.com,1
casinoupdatesdaily.co.uk,0
antiviruscleanzone.com,0
adg.de,0
rakuten-sonpo.co.jp,0
3yll9vrgmbxx1qem2r0bqwbh.com,1
aftrk3.com,0
hmdsigjkkyqbrk.biz,1
deadimportant.org,1
vwksgs17zlwec1htymhpnw4clp.com,1
etjlmitychc.biz,1
qeridoo.de,0
134uln1hwco5x1f71wb31e5eblt.org,1
13ua9g31a1ge70bwq9m71mond51.org,1
menfirst.com.br,0
2o5haq9ezoud1cyz6l6gjgnpw.org,1
yakagmc.com,1
masterworks.digital,0
288win6.com,0
cvhpmfwtfdboyov.org,1
rugby-scapulaire.com,0
iayidexoxbiurukmy.cc,1
86u9j70mxq61q6qw4v1jqwvtj.com,1
ffhs.ch,0
xxoucamlvxscsmyxhqedmz.cc,1
article-sphere.com,0
hanggone.info,1
primelucky606.com,0
1h5vah0rtllwe7vs35rhupz05.com,1
lkmtwjaosovsdij.com,1
wyglwl10vfcyeegcm16awm585.net,1
1p8hlro1qink42kuahzlr4g0vu.biz,1
kartell.com,0
xdo.vn,0
visitimportant.net,1
manhexssgqgmkya.com,1
shotcut.app,0
ovlukfmdtscgirrkpflvhmhu.org,1
q7xx871ol11ipp3zuhvtu7d0f.click,1
copeland.com,0
lookbyfare.com,0
vocalink.com,0
1clg4p116h89csa43iik1jj9dj5.info,1
10g8b997pn4f91af59y61lpqd5j.biz,1
terragraph.com,0
45bkso175l2lt26o74e1ofsx6e.biz,1
3eeshalaan.net,0
3kk2tk1xycwxznbfnfz1715scq.biz,1
mysteria.cz,0
onemanagement.art,0
19jqkug1x1p9ayqekefa1rhs894.com,1
taupnjeawfmynrguciuwcizd.info,1
gnbwf1.link,0
kqbhnyyesyqcljkyur.com,1
1pes8r51njg6lfm2k9571g45r5p.com,1
orental.ru,0
gbcprime.com,0
ibbstgvm.biz,1
mahapocra.gov.in,0
inorain.tech,0
muwckqevnguk.net,1
edisglobal.com,0
1y48npg1bw8y061gho3vvd4z6kk.info,1
beontnbyxcmaqgifedsckjlvlrypfa.biz,1
asimvdkoujgyvst.ru,1
shimge.com,0
cbmoxi.com,0
7jj9zti.com,0
mistore.cz,0
zhaichaoben.cn,0
tgxn.net,0
1um09m7k7o8vjy8g5hb1rpef0m.org,1
a213609792b791e1e98efaffca02d43c.xyz,1
akilliticaret.com,0
ivpxkupzxnjdnzdhiugdu.click,1
1ilwm2a7grwfa19pv4t41putbcx.net,1
1kyvidly0x2yc1eiv9nv1f9zf2f.com,1
1cc4ppl1te55sp948heu1qou1ki.ru,1
rollixmedia.co.uk,0
nubsbnl.ru,1
xctydhaorvcmvohuqklzptswhb.ru,1
svmviypsu.org,1
hydropolis.pl,0
mappery.com,0
1dns.rs,0
heiliao88.com,0
weather-india.in,0
1c196b9095072a82ee6f69983e95630f.net,1
spotaunt.org,1
multiplex.global,0
1nvgut8urpo4zazl1dl1cznnzb.com,1
nextron-systems.com,0
lordcould.org,1
canaltech.com.br,0
salepepe.it,0
06fe4dfe2328bfe2cc430872b3f91796.net,1
dhjoaqovztsrdmvpgmxg.com,1
chanohwo.ru,1
usa61singles.shop,0
ussolarsupplier.com,0
lfinxonzikvqdukvhcafebtkjmv.org,1
1wsi13g12hvkvyr6foomwlf8u6.ru,1
56eur917krpd01wphy1d8gge6s.com,1
bcvip.co,0
qshmnhggpocml.ru,1
rxkfbmiboiujshoar.info,1
1t07lld1k83it31rdf6dd1mm2vyp.com,1
tt88.com,0
webseitenspeicher.de,0
rocklady.com,1
xfacykfxscutguoztkfwckvcyxuw.com,1
sudbxwc.com,1
1hynu6r17e3q701srev507jc3ya.info,1
2ebajs37t1j51fgkbco1b2eq3h.net,1
palazzoesposizioniroma.it,0
lsddjovptwwhk.cc,1
flkstgdtnwqidf.com,1
darkborn.cc,1
stgeorgeusa.com,0
olagiatoepiplo.gr,0
tvlcejxjvmwgwuhr.net,1
kbfsistemas.com.br,0
thestrip.fr,0
cdhebbbdlhhbbh.ru,1
bncollegepatna.com,0
oudjtyov.biz,1
lordcloth.ru,1
lumenline.ca,0
1tl20db1omqoihap5tqt2s3912.org,1
upsportsbet-br.com,0
deltawars.com,0
wondarwxgaealfdiqosotsgs.net,1
movefive.cc,1
chezpopol.be,0
ljhls.cn,0
winporn.com,0
wulmcamdint.com,1
sciencemediacentre.es,0
okobkwgaibilp.info,1
49dfbbbf9d65d327de9aa813cad0649c.biz,1
top-personal.ru,0
caribbean360.com,0
offernice.xyz,1
offshorecompanycorp.com,0
uqiiailggcct.cc,1
kftspllxktoauvpndikrkndij.ru,1
xfkvaffvltgxfpu.com,1
desperados.com,0
brightsoftwaresolutions.com,0
watchscene.com,1
runetki3.com,0
lter.network,0
kxlldl8g5nw51yidpcm8nxmhc.net,1
eventprime.co,0
gdjt38b9ukej1yquchi1z3y5f.cc,1
aluxo.de,0
jogemoa03.com,0
headgift.com,1
majorvaultmagazine.nl,0
motobecane-club-de-france.fr,0
dreamtoday.com,1
dma.gov.az,0
5pigkq10ybc9d1t56qa7gsjkwp.org,1
ftpawhqnwiulyp.net,1
cmpunjabrashancard.pk,0
kondela.sk,0
visittold.biz,1
ynttfovsu.ru,1
okconnect.ru,0
ojhufaugmvmbxkdlbbquklfvgcumngm.org,1
amcoa.org,0
3793d80546f1c5a834edaa9df9560065.ws,1
fj60m519ah7lt19pt6ry1t0yfeg.net,1
elahdbihaxobkc.net,1
sdftdjscl.cn,0
99c0lp1arof6s8t59311lx1ip7.net,1
onukrxsxseinfswajndzxwocxtg.com,1
web1.fi,0
mosff.ru,0
swioweubivupqw.ru,1
mcachicago.org,0
recinto-elettrico.it,0
77volt.ru,0
juraganjpbest.com,0
withrest.com,1
huxwgigyhojydplginrkrtoin.com,1
frontlend.ws,1
film-game.cz,0
tkzugivqknjjfhpfvwwoxofhu.org,1
arzt-berufshaftpflicht-versicherung.de,0
zestypaws.com,0
xvideos2.su,0
20uvtctdi0tl1uuxc0t6z5658.info,1
ztkrpvqwytvgpjcifafirdauvw.info,1
downdetector.it,0
hbf5no1m237xu1a9rn63wigm09.org,1
qamarero.com,0
podiumpeak.co.uk,0
nwqvdrfqbjhypjb.com,1
themanage.me,0
xjacxxjd.com,1
xjladhwkmgcerg.click,1
vitrinevape.com,0
iquvivgboahmilis.com,1
1grwfe7c8x2xz1fd3ujy1m9tcqz.tk,1
ruedelacourse.com,0
1pttfbs1bpwvv1ofo8de80cnq6.net,1
xlajdiotgcgub.ru,1
futureoflife.org,0
bfm53v1ifo7obytc3uusrccfv.com,1
kcqraw2n5hsba6epqn1h8v4s2.cc,1
ozdxrwdrkqwkjqtcjzkbdde.ru,1
abpnews.in,0
ev5z9cbtiicn1k4relm1j936kl.com,1
ktqxfyvlrfebpu.net,1
gwikxxrbbcpmuys.ru,1
voiply.com,0
wl9va718qbc831uo3vbu1bhy9sa.com,1
dgxaxbjpyncdhv.com,1
yuque.com,0
magewell.com,0
dslafjvxnbejyqdev.ru,1
whichoctober.com,1
songwash.com,1
hotdata.net,0
1vr36ne4ujfp1o3v5z9ojjn2g.com,1
precisionhealth.biz,0
mpfrtyejionrds.biz,1
theporndude.com,0
eytekqshe.biz,1
1qgb2nz1uji49j1pz0ziz1dyy19j.ru,1
vrejduswidqryh.ru,1
877pg1.com,0
sipsap.com,0
xhacgn.com,0
19rwfalobnmt26l0hsa1o9chgz.com,1
ariveeasy.biz,1
japansake.or.jp,0
sealintg.net,0
161zg0mt4wgr3ifgh3egxcu9v.net,1
bildindex.de,0
xhubplay.com,0
equalrule.org,1
1f9tkoz10f3g0molx2p81brfjuq.com,1
inyd1iswytkylkka9b1byw05s.ws,1
oilfund.net,0
septemberhurt.net,1
tkutkvusizpmjjborronb.tk,1
rcvupfylknrxywbqf.tk,1
ytlarge.com,0
vipvault.ca,0
wkaxrolxfiptq.biz,1
bm380u152w9eb1ni72181myiejv.com,1
equaldare.com,1
rubelli.com,0
data.com,0
sundayboat.net,1
scan123.com,0
zachatie.org,0
refpa14882.com,0
lfxqowqojjuni.com,1
b4value.net,0
1vmhvj41c0zrdc17iljbz1344blr.net,1
reconquista.pt,0
unamis.edu.py,0
